Time (s),X,Y,Z,Current Waypoint
0.256,-5.403079999999999,-0.3864740000000019,0.5447423660236799,1
0.512,-5.403079999999987,-0.3864740000000196,0.03915605178677514,1
0.768,-5.403079999999927,-0.3864740000001006,0.15171077848587697,1
1.024,-5.403079999999824,-0.3864740000002438,0.057549597256714935,1
1.28,-5.403079999999698,-0.3864740000004189,0.013303678297715728,1
1.536,-5.403079999999705,-0.3864740000004093,0.014833974986075636,1
1.792,-5.4030799999997114,-0.3864740000004015,0.014969432253255272,1
2.048,-5.403079999999705,-0.38647400000040794,0.029970610228959586,1
2.3040000000000003,-5.403079999999704,-0.3864740000003875,0.18292171641232477,1
2.56,-5.4030799999997114,-0.38647400000035037,0.4818036983916152,1
2.816,-5.4030799999997186,-0.3864740000003342,0.8162998872362207,1
3.072,-5.403079999999726,-0.3864740000003245,1.1104685876141982,1
3.3280000000000003,-5.403079999999731,-0.3864740000003202,1.3256613926416707,1
3.584,-5.403079999999738,-0.38647400000031806,1.4515568555121263,1
3.84,-5.403079999999745,-0.38647400000031706,1.49713989390136,1
4.096,-5.4030799999997505,-0.38647400000031745,1.4772984911323825,1
4.352,-5.403079999999758,-0.38647400000031873,1.408192417641033,1
4.6080000000000005,-5.403079999999765,-0.38647400000032,1.3101863672120013,1
4.864,-5.403079999999771,-0.3864740000003198,1.2038041755540023,1
5.12,-5.403079999999777,-0.3864740000003183,1.10619087924392,1
5.376,-5.403079999999784,-0.38647400000031656,1.0289750606132102,1
5.632,-5.403079999999791,-0.38647400000031684,0.9776464362028269,1
5.888,-5.4030799999997985,-0.3864740000003175,0.952201722972262,1
6.144,-5.403079999999806,-0.38647400000031734,0.9485927377168597,1
6.4,-5.403079999999813,-0.3864740000003159,0.960475180043355,1
6.656000000000001,-5.403079999999818,-0.38647400000031507,0.9808545032894943,1
6.912,-5.403079999999825,-0.3864740000003155,1.0033772076167649,1
7.168,-5.40307999999983,-0.3864740000003168,1.0231606369586461,1
7.424,-5.403079999999835,-0.3864740000003176,1.0371633237567668,1
7.68,-5.403079999999841,-0.386474000000317,1.0441670521402007,1
7.936,-5.403079999999847,-0.38647400000031545,1.0444780669593356,1
8.192,-5.403079999999847,-0.3864740000003145,1.0394666490393796,1
8.448,-5.403079999999849,-0.3864740000003151,1.0310578498429492,1
8.704,-5.403079999999849,-0.38647400000031557,1.021266086843379,1
8.96,-5.403079999999851,-0.3864740000003155,1.0118371305364888,1
9.216000000000001,-5.403079999999848,-0.3864740000003145,1.0040282768776023,1
9.472,-5.403079999999848,-0.3864740000003129,0.9985270766096538,1
9.728,-5.403079999999848,-0.3864740000003128,0.9954857369103988,1
9.984,-5.403079999999848,-0.3864740000003134,0.994634836827672,1
10.24,-5.403079999999848,-0.3864740000003136,0.9954363543571882,1
10.496,-5.403079999999848,-0.3864740000003126,0.9972402283467879,1
10.752,-5.403079999999848,-0.38647400000031173,0.9994178105936402,1
11.008000000000001,-5.403079999999848,-0.38647400000031223,1.0014566023092972,1
11.264,-5.403079999999848,-0.3864740000003136,1.0030112024072155,1
11.52,-5.4030799999998465,-0.3864740000003152,1.003913847533372,1
11.776,-5.403079999999847,-0.38647400000031523,1.0041535358579032,1
12.032,-5.403079999999848,-0.38647400000031545,1.0038354000057703,1
12.288,-5.403079999999848,-0.38647400000031706,1.0031321004506004,1
12.544,-5.403079999999848,-0.38647400000031845,1.0022372062742801,1
12.8,-5.403079999999848,-0.3864740000003185,1.0013275940082198,1
13.056000000000001,-5.403079999999848,-0.38647400000031784,1.0005385867628176,1
13.312000000000001,-5.403079999999848,-0.386474000000316,0.9999525051324154,1
13.568,-5.403079999999848,-0.38647400000031495,0.9995989394530093,1
13.824,-5.403079999999848,-0.38647400000031545,0.999463588387802,1
14.08,-5.403079999999848,-0.3864740000003162,0.9995019472676788,1
14.336,-5.40307999999985,-0.38647400000031584,0.9996543248835047,1
14.592,-5.40307999999985,-0.38647400000031473,0.9998593861720664,1
14.848,-5.40307999999985,-0.3864740000003146,1.0000644029446735,1
15.104000000000001,-5.403079999999851,-0.38647400000031557,1.0002314135411916,1
15.36,-5.403079999999842,-0.3864740000003172,1.0003393700771275,1
15.616,-5.403079999999845,-0.3864740000003186,1.0003829837955405,1
15.872,-5.403079999999845,-0.38647400000031873,1.000369327892322,1
16.128,-5.403079999999845,-0.3864740000003178,1.0003133415934613,1
16.384,-5.403079999999845,-0.38647400000031645,1.0002332555439384,1
16.64,-5.4030799999998465,-0.38647400000031595,1.000146701788111,1
